dataset,seed,mae,r2,pearson
MM-TBA,38,0.6497137179864549,0.0095668311326964,0.3694342807958087
MM-TBA,39,0.9273465960854308,-0.2706258510362045,-0.1903266860829681
MM-TBA,40,0.8060342631992458,-0.0281385669945852,0.1500860955167769
MM-TBA,41,0.6991860374790096,-0.1052473564317959,0.1875009871495433
MM-TBA,42,0.8371251331430316,-0.0915556943660738,0.0788813130246808
MM-TBA,43,0.9000182537485015,-0.0383664499523921,0.2484402804165544
MM-TBA,44,0.8738531393743956,-0.2650088457078419,0.0170403466017955
MM-TBA,45,0.6488602257407325,0.0609286015408711,0.2949199797583812
MM-TBA,46,0.8771688749539585,0.012577370424354,0.2155205579183347
MM-TBA,47,0.7371285730789328,-0.0975288902960227,0.2089653688183059
MM-TBA,48,0.7823604319039354,-0.1189912019173518,0.1121009897606555
MM-TBA,49,0.9701544317363308,-0.1865511031601787,0.0601086793119809
MM-TBA,50,0.7872809011386191,-0.0659659045348786,0.1514079212721659
MM-TBA,51,0.813194663492009,-0.0240428996426367,0.1537930337550836
MM-TBA,52,0.7888940947175819,0.0843989502615158,0.3207115783447393
MM-TBA,53,0.8005658274960312,-0.0649975482833877,0.2848747182270663
MM-TBA,54,0.8340272160408656,-0.2385326362274136,0.0387928297463783
MM-TBA,55,0.6900157197878608,-0.1473558416088545,0.1959645843179239
MM-TBA,56,0.67315941245376,-0.0769182713944198,0.1427173915935316
MM-TBA,57,0.8521405980778386,-0.0571958277999076,0.0905304302633572
MM-TBA,58,0.8672863831463976,-0.1773024315846194,0.0683724428019724
MM-TBA,59,0.8917029065296329,-0.0156187129920812,0.1718160829891189
MM-TBA,60,0.8194263765619277,-0.0089589687585409,0.2282211875595811
MM-TBA,61,0.7057686991134959,0.0493256901400449,0.3190160877747451
MM-TBA,62,0.8810297644716327,-0.1968518848494218,-0.1326585073462324
MM-TBA,63,0.6611136405215661,0.1025747214740799,0.3309182599076947
MM-TBA,64,0.8679710226482031,-1.1024555891217642,-0.1158548010725103
MM-TBA,65,0.9660812841464158,-0.0233047797521503,0.2578806758689501
MM-TBA,66,0.7889598528379766,-0.1910216795100208,0.0944998338129719
MM-TBA,67,0.8356310890061489,-0.0828971074285094,0.0256273085907512
MM-TBA,68,0.6914036527964569,-0.338782781123004,0.0840669849208132
MM-TBA,69,0.8954734472817268,-0.3200855573424552,-0.1567384757401994
MM-TBA,70,0.7222654652368538,-0.0025012769462389,0.1683939870937303
MM-TBA,71,0.8076172536911306,-0.2494180987869614,0.2139250527357703
MM-TBA,72,0.7426986918461187,-0.1974944246617287,-0.0618005113673259
MM-TBA,73,0.7704099177846543,0.0714520356788596,0.3054589744153912
MM-TBA,74,0.9008804479311112,0.0686308514684856,0.2895797736123346
MM-TBA,75,0.9153386940918884,-0.4269700291495439,-0.1167279202225098
MM-TBA,76,0.8357773810742666,-0.003684281428103,0.3151555542935498
MM-TBA,77,0.689603981452328,-0.127471230283364,-0.0075869719850727
MM-TBA,78,0.8776458391053747,-0.0505378878114952,0.1572225226605193
MM-TBA,79,0.7073722710239457,0.1073838727505067,0.3358985563742537
MM-TBA,80,0.8016348390912398,0.0134712167276449,0.2562730437087199
MM-TBA,81,0.8665431116690975,-0.1544596130103788,0.0763729631383799
MM-TBA,82,0.7445163223456488,0.0900175936087634,0.3020383888727831
MM-TBA,83,0.9562772654809576,-0.5198621704411195,-0.2261258065849341
MM-TBA,84,0.7020919461950665,0.0404659298808124,0.2670421514032253
MM-TBA,85,0.8442065973272599,-0.0332766574175333,0.1119711128915428
MM-TBA,86,0.8005165566115606,0.0737626075987868,0.2978958583724079
MM-TBA,87,1.0043988683066714,-0.2905424487693075,0.0506032360708432
MM-TBA,88,0.7674766418613365,0.0781559644364188,0.3322483840044977
MM-TBA,89,0.6610329614802489,0.10782066294653,0.3601999886541975
MM-TBA,90,0.7990954546456522,0.1961750579683903,0.485190808157508
MM-TBA,91,0.687004766560807,-0.1978037705261606,0.1766448777155605
MM-TBA,92,0.8826877669665188,-0.3349541081117821,-0.1155344581952078
MM-TBA,93,0.928441983494347,-0.2643527184589416,-0.0918553657252057
